,sex,college,age,vote
44471,1,0,18-25,1
44472,2,1,47-65,1
44473,2,0,47-65,2
44474,1,1,35-46,2
44475,1,1,26-34,1
44476,2,0,18-25,2
44477,1,1,35-46,1
44478,2,0,80+,1
44479,1,1,65-79,1
44480,2,1,26-34,1
44481,2,0,80+,1
44482,1,1,47-65,2
44483,2,0,65-79,2
44484,1,1,65-79,1
44485,2,1,65-79,2
44486,2,0,35-46,1
44487,1,1,65-79,2
44488,1,1,47-65,1
44489,2,0,80+,1
44490,1,1,47-65,2
44491,2,1,65-79,1
44492,1,1,65-79,1
44493,2,0,35-46,1
44494,1,0,65-79,2
44495,1,0,26-34,1
44496,2,0,65-79,2
44497,2,1,47-65,1
44498,1,0,47-65,1
44499,2,0,80+,1
44500,2,1,26-34,1
44501,1,1,47-65,1
44502,2,1,47-65,2
44503,2,1,18-25,1
44504,2,1,47-65,1
44505,1,1,47-65,1
44506,2,0,65-79,1
44507,1,0,47-65,1
44508,2,1,65-79,2
44509,2,0,47-65,1
44510,2,1,35-46,1
44511,2,0,65-79,2
44512,1,1,18-25,2
44513,1,1,65-79,2
44514,1,1,65-79,1
44515,1,0,80+,2
44516,2,0,47-65,2
44517,2,0,35-46,1
44518,1,1,35-46,1
44519,1,1,35-46,1
44520,2,1,26-34,1
44521,2,0,47-65,2
44522,1,1,47-65,2
44523,1,1,18-25,2
44524,1,1,26-34,2
44525,2,0,35-46,1
44526,2,1,65-79,2
44527,1,1,65-79,2
44528,1,1,65-79,1
44529,1,1,47-65,1
44530,2,0,26-34,2
44531,2,0,35-46,1
44532,2,1,47-65,1
44533,2,1,65-79,1
44534,2,1,35-46,2
44535,1,0,26-34,2
44536,2,1,47-65,1
44537,1,1,26-34,1
44538,1,1,35-46,1
44539,2,1,26-34,1
44540,2,1,35-46,1
44541,2,1,65-79,1
44542,1,1,47-65,2
44543,1,1,35-46,1
44544,2,1,35-46,1
44545,2,0,47-65,1
44546,2,0,65-79,2
44547,2,0,65-79,1
44548,2,0,35-46,2
44549,2,0,47-65,2
44550,1,0,47-65,1
44551,1,1,47-65,1
44552,1,0,18-25,1
44553,2,1,65-79,2
44554,2,1,35-46,1
44555,1,0,80+,1
44556,1,1,47-65,1
44557,1,0,35-46,1
44558,2,1,26-34,1
44559,2,0,80+,2
44560,2,0,47-65,2
44561,2,1,65-79,2
44562,2,1,65-79,2
44563,1,0,80+,1
44564,1,1,65-79,1
44565,1,1,80+,2
44566,1,0,35-46,1
44567,1,1,35-46,1
44568,2,1,47-65,1
44569,1,0,47-65,1
44570,1,0,65-79,1
44571,1,0,47-65,1
44572,2,0,65-79,1
44573,2,1,26-34,1
44574,1,1,65-79,1
44575,2,1,47-65,1
44576,1,1,47-65,1
44577,2,0,47-65,1
44578,2,0,18-25,2
44579,2,0,35-46,1
44580,2,1,47-65,1
44581,2,1,65-79,2
44582,1,1,65-79,2
44583,1,0,47-65,1
44584,2,1,65-79,1
44585,2,0,26-34,2
44586,1,1,26-34,1
44587,1,0,47-65,2
44588,1,1,65-79,2
44589,2,0,26-34,1
44590,2,1,26-34,1
44591,2,0,26-34,2
44592,1,0,47-65,1
44593,1,0,47-65,1
44594,2,1,65-79,2
44595,2,0,26-34,1
44596,1,0,26-34,1
44597,1,1,18-25,1
44598,2,1,47-65,1
44599,2,1,26-34,1
44600,2,1,47-65,1
44601,2,0,65-79,2
44602,2,1,35-46,1
44603,1,0,26-34,1
44604,2,1,47-65,1
44605,2,1,80+,1
44606,2,0,47-65,1
44607,1,1,47-65,1
44608,1,0,65-79,2
44609,1,1,35-46,2
44610,2,0,47-65,1
44611,2,1,47-65,2
44612,2,0,47-65,2
44613,1,1,80+,1
44614,1,1,35-46,2
44615,2,1,65-79,1
44616,1,1,65-79,2
44617,1,0,80+,1
44618,1,1,47-65,1
44619,1,0,65-79,1
44620,2,0,47-65,2
44621,2,0,80+,2
44622,2,1,26-34,1
44623,2,1,47-65,1
44624,2,1,26-34,1
44625,1,1,65-79,1
44626,1,0,65-79,1
44627,2,1,35-46,1
44628,1,1,35-46,2
44629,1,1,35-46,1
44630,1,1,47-65,1
44631,1,0,65-79,1
44632,1,1,80+,1
44633,1,1,47-65,1
44634,2,1,47-65,1
44635,2,1,47-65,2
44636,2,0,47-65,2
44637,2,1,35-46,1
44638,2,0,26-34,1
44639,2,1,65-79,1
44640,2,1,65-79,2
44641,1,1,47-65,2
44642,2,0,35-46,2
44643,2,0,47-65,1
44644,2,0,65-79,1
44645,2,1,35-46,2
44646,2,1,26-34,1
44647,1,1,65-79,2
44648,2,0,47-65,2
44649,1,1,47-65,2
44650,2,0,47-65,1
44651,2,1,35-46,1
44652,2,1,47-65,1
44653,1,0,35-46,2
44654,2,0,65-79,1
44655,2,1,47-65,2
44656,1,0,47-65,2
44657,1,1,35-46,1
44658,1,1,80+,2
44659,1,1,26-34,1
44660,1,1,26-34,1
44661,2,1,65-79,1
44662,2,1,35-46,1
44663,1,0,47-65,2
44664,2,1,47-65,2
44665,2,1,47-65,2
44666,1,0,80+,1
44667,2,1,26-34,1
44668,2,1,47-65,1
44669,2,1,35-46,1
44670,1,1,65-79,2
44671,2,0,65-79,2
44672,2,0,47-65,1
44673,1,0,47-65,1
44674,2,1,35-46,1
44675,1,1,47-65,2
44676,1,1,35-46,2
44677,2,1,47-65,2
44678,2,1,65-79,2
44679,1,1,65-79,2
44680,1,0,47-65,1
44681,1,0,47-65,1
44682,2,1,47-65,1
44683,2,1,47-65,2
44684,2,1,80+,1
44685,1,1,26-34,2
44686,2,0,65-79,2
44687,1,1,35-46,1
44688,1,1,47-65,1
44689,2,0,47-65,1
44690,1,0,47-65,1
44691,2,0,65-79,1
44692,2,1,65-79,2
44693,1,0,26-34,2
44694,2,1,47-65,2
44695,2,0,65-79,1
44696,2,1,47-65,1
44697,1,1,47-65,1
44698,2,1,80+,2
44699,2,1,65-79,2
44700,1,1,35-46,1
44701,2,0,80+,2
44702,2,0,65-79,1
44703,2,1,35-46,2
44704,1,0,35-46,2
44705,1,1,47-65,2
44706,2,1,47-65,1
44707,1,0,47-65,2
44708,1,1,35-46,1
44709,2,1,47-65,1
44710,2,1,47-65,1
44711,1,1,26-34,1
44712,1,1,80+,1
44713,1,1,47-65,1
44714,1,1,26-34,1
44715,2,0,47-65,2
44716,2,1,26-34,2
44717,1,0,47-65,2
44718,1,1,65-79,2
44719,2,0,35-46,1
44720,2,0,47-65,2
44721,2,1,65-79,1
44722,1,0,65-79,1
44723,1,1,35-46,2
44724,2,0,65-79,2
44725,2,1,47-65,2
44726,2,0,47-65,2
44727,2,1,47-65,2
44728,1,0,47-65,1
44729,1,1,47-65,2
44730,2,1,65-79,2
44731,2,0,47-65,1
44732,1,1,65-79,1
44733,1,0,65-79,2
44734,1,1,65-79,1
44735,1,1,26-34,1
44736,1,1,35-46,2
44737,1,1,65-79,2
44738,2,0,35-46,2
44739,2,0,47-65,2
44740,2,0,65-79,1
44741,1,1,65-79,2
44742,2,1,47-65,1
44743,2,0,18-25,1
44744,2,1,47-65,1
44745,2,0,35-46,1
44746,1,1,35-46,1
44747,2,1,18-25,1
44748,2,0,47-65,1
44749,1,0,80+,1
44750,1,1,65-79,1
44751,1,1,35-46,1
44752,2,1,47-65,1
44753,2,1,47-65,1
44754,1,0,65-79,1
44755,1,0,47-65,2
44756,2,1,47-65,2
44757,1,1,65-79,1
44758,2,0,35-46,1
44759,1,0,26-34,1
44760,1,1,26-34,2
44761,2,1,80+,1
44762,2,1,65-79,1
44763,1,0,47-65,2
44764,2,1,18-25,1
44765,2,1,35-46,2
44766,2,1,47-65,1
44767,1,0,35-46,1
44768,2,1,47-65,1
44769,2,0,26-34,1
44770,2,1,35-46,1
44771,2,1,35-46,2
44772,2,1,65-79,2
44773,2,0,26-34,1
44774,1,1,65-79,2
44775,2,1,26-34,2
44776,1,1,65-79,1
44777,1,1,47-65,1
44778,1,0,35-46,2
44779,2,0,35-46,1
44780,1,1,47-65,2
44781,2,0,65-79,2
44782,2,1,65-79,1
44783,1,1,26-34,1
44784,2,0,47-65,1
44785,1,1,47-65,1
44786,2,0,26-34,2
44787,2,0,47-65,2
44788,2,1,26-34,2
44789,1,0,35-46,1
44790,1,0,65-79,1
44791,1,1,26-34,1
44792,1,1,35-46,2
44793,1,1,80+,2
44794,1,0,47-65,1
44795,1,1,35-46,1
44796,1,1,47-65,2
44797,1,0,26-34,1
44798,2,1,35-46,1
44799,1,0,47-65,2
44800,2,1,65-79,1
44801,2,1,65-79,1
44802,1,1,26-34,1
44803,2,1,47-65,2
44804,1,1,65-79,2
44805,2,1,47-65,1
44806,2,1,65-79,1
44807,1,1,65-79,2
44808,2,1,47-65,1
44809,1,1,47-65,1
44810,2,1,80+,1
44811,2,1,35-46,1
44812,1,1,65-79,1
44813,2,1,35-46,1
44814,2,0,65-79,1
44815,2,0,80+,1
44816,2,0,65-79,2
44817,2,0,65-79,2
44818,1,0,47-65,1
44819,2,0,47-65,2
44820,1,1,26-34,2
44821,1,1,35-46,2
44822,2,1,35-46,1
44823,1,1,65-79,1
44824,1,1,26-34,1
44825,2,0,47-65,2
44826,2,0,47-65,1
44827,1,1,47-65,1
44828,1,1,80+,2
44829,2,0,35-46,1
44830,2,0,47-65,2
44831,2,1,18-25,2
44832,1,1,47-65,1
44833,2,1,47-65,1
44834,1,1,26-34,1
44835,1,1,35-46,2
44836,2,1,35-46,2
44837,2,1,47-65,1
44838,2,0,47-65,2
44839,2,1,35-46,2
44840,1,0,47-65,2
44841,1,1,35-46,2
44842,2,0,47-65,1
44843,2,0,65-79,2
44844,1,1,26-34,2
44845,1,0,80+,2
44846,1,1,47-65,1
44847,2,1,47-65,1
44848,1,0,65-79,1
44849,2,1,47-65,1
44850,2,1,47-65,1
44851,2,1,47-65,2
44852,1,0,65-79,1
44853,1,1,35-46,2
44854,1,1,35-46,2
44855,2,0,35-46,2
44856,1,0,18-25,1
44857,2,1,47-65,1
44858,2,1,47-65,1
44859,1,0,65-79,2
44860,2,0,26-34,1
44861,1,1,47-65,2
44862,1,0,35-46,1
44863,2,0,80+,2
44864,1,1,47-65,2
44865,1,1,35-46,1
44866,2,0,26-34,1
44867,1,0,65-79,1
44868,1,0,26-34,2
44869,1,1,65-79,2
44870,2,1,47-65,1
44871,1,0,18-25,1
44872,1,1,18-25,2
44873,1,1,47-65,1
44874,1,0,80+,1
44875,1,0,35-46,1
44876,2,1,65-79,1
44877,2,1,26-34,1
44878,1,1,65-79,2
44879,2,0,80+,1
44880,1,0,47-65,2
44881,2,0,80+,1
44882,1,1,35-46,1
44883,2,0,47-65,1
44884,2,0,35-46,2
44885,1,1,80+,1
44886,2,0,65-79,2
44887,1,1,47-65,2
44888,2,0,47-65,1
44889,1,0,35-46,2
44890,1,0,47-65,2
44891,2,0,65-79,2
44892,1,0,47-65,1
44893,1,0,18-25,1
44894,2,1,26-34,1
44895,2,1,80+,1
44896,2,1,35-46,1
44897,1,1,47-65,1
44898,1,1,65-79,1
44899,1,1,35-46,1
44900,2,0,35-46,1
44901,1,1,35-46,1
44902,2,1,35-46,1
44903,1,0,18-25,2
44904,1,1,47-65,1
44905,2,0,47-65,1
44906,1,1,47-65,2
44907,1,1,80+,1
44908,2,0,18-25,1
44909,2,1,35-46,2
44910,2,1,47-65,1
44911,1,0,80+,1
44912,2,1,18-25,1
44913,2,0,35-46,1
44914,2,0,47-65,2
44915,2,1,65-79,1
44916,1,1,35-46,1
44917,1,0,47-65,1
44918,1,0,35-46,1
44919,1,1,47-65,2
44920,1,0,47-65,1
44921,2,1,65-79,1
44922,2,1,35-46,1
44923,2,1,47-65,1
44924,1,1,65-79,1
44925,1,1,35-46,2
44926,2,1,65-79,1
44927,1,0,18-25,1
44928,2,1,65-79,1
44929,1,1,80+,2
44930,2,0,26-34,2
44931,1,0,47-65,2
44932,2,1,18-25,1
44933,1,1,65-79,2
44934,1,0,35-46,1
44935,2,0,47-65,1
44936,1,0,35-46,2
44937,2,0,47-65,2
44938,2,1,80+,1
44939,1,1,35-46,1
44940,1,1,35-46,1
44941,2,1,35-46,2
44942,2,1,65-79,1
44943,1,1,47-65,1
44944,1,1,26-34,1
44945,2,0,65-79,2
44946,2,1,18-25,1
44947,1,1,65-79,2
44948,1,0,35-46,2
44949,2,0,35-46,1
44950,2,1,47-65,1
44951,2,0,35-46,2
44952,2,1,80+,2
44953,2,1,26-34,1
44954,2,0,80+,1
44955,1,1,35-46,1
44956,2,1,80+,1
44957,1,1,35-46,2
44958,1,1,47-65,2
44959,2,0,65-79,1
44960,2,1,47-65,2
44961,1,0,65-79,2
44962,1,1,26-34,1
44963,2,1,65-79,2
44964,1,0,26-34,1
44965,2,1,35-46,1
44966,2,1,35-46,1
44967,1,1,35-46,1
44968,2,1,47-65,1
44969,1,0,65-79,2
44970,2,1,47-65,2
44971,1,0,35-46,2
44972,1,1,26-34,2
44973,2,1,47-65,1
44974,1,1,65-79,2
44975,2,1,65-79,1
44976,2,0,18-25,1
44977,2,0,18-25,2
44978,2,0,65-79,2
44979,1,0,47-65,1
44980,1,1,47-65,2
44981,2,1,65-79,2
44982,1,0,35-46,1
44983,1,1,35-46,1
44984,1,1,47-65,2
44985,2,1,35-46,1
44986,2,1,47-65,1
44987,2,0,65-79,2
44988,2,0,47-65,2
44989,1,0,65-79,2
44990,1,0,47-65,2
44991,2,0,65-79,1
44992,2,1,65-79,2
44993,2,0,18-25,1
44994,1,0,47-65,1
44995,1,0,47-65,1
44996,2,1,65-79,1
44997,1,1,65-79,1
44998,2,1,26-34,1
44999,1,1,26-34,1
45000,2,0,35-46,1
45001,2,1,47-65,2
45002,2,0,35-46,1
45003,1,1,47-65,1
45004,2,0,47-65,1
45005,1,1,35-46,2
45006,2,1,47-65,1
45007,2,1,65-79,1
45008,1,1,35-46,1
45009,2,1,35-46,1
45010,2,0,47-65,2
45011,2,1,18-25,2
45012,2,0,18-25,2
45013,2,1,18-25,2
45014,1,0,47-65,1
45015,1,0,47-65,1
45016,2,0,35-46,1
45017,2,1,65-79,2
45018,1,1,65-79,2
45019,1,0,47-65,1
45020,2,1,65-79,1
45021,2,0,47-65,1
45022,2,0,18-25,1
45023,1,0,47-65,2
45024,2,0,35-46,1
45025,1,1,47-65,2
45026,2,1,47-65,1
45027,1,1,80+,2
45028,1,0,26-34,2
45029,2,1,65-79,2
45030,1,1,47-65,1
45031,1,1,26-34,1
45032,2,1,47-65,1
45033,2,1,47-65,2
45034,2,1,35-46,1
45035,2,0,65-79,1
45036,1,1,47-65,1
45037,1,0,47-65,1
45038,1,0,65-79,2
45039,2,1,65-79,2
45040,2,1,35-46,1
45041,2,1,65-79,1
45042,2,1,47-65,1
45043,1,0,18-25,2
45044,2,1,35-46,1
45045,2,1,26-34,1
45046,2,0,18-25,1
45047,1,1,80+,2
45048,2,1,65-79,1
45049,2,0,35-46,2
45050,2,0,47-65,1
45051,1,1,65-79,2
45052,2,0,47-65,1
45053,1,0,65-79,2
45054,2,1,65-79,2
45055,1,0,35-46,1
45056,2,1,47-65,2
45057,2,1,47-65,1
45058,2,0,26-34,2
45059,2,1,65-79,1
45060,1,1,35-46,2
45061,1,1,65-79,2
45062,1,1,47-65,1
45063,2,0,35-46,1
45064,2,0,65-79,2
45065,2,1,35-46,1
45066,1,1,35-46,1
45067,2,1,47-65,1
45068,2,1,65-79,1
45069,2,1,35-46,2
45070,2,1,47-65,2
45071,2,0,80+,1
45072,2,0,35-46,1
45073,2,1,65-79,1
45074,2,0,65-79,2
45075,1,0,18-25,1
45076,2,0,65-79,1
45077,2,1,47-65,2
45078,2,1,35-46,1
45079,2,1,35-46,1
45080,1,1,47-65,1
45081,1,0,26-34,2
45082,1,1,26-34,2
45083,2,0,26-34,1
45084,1,0,47-65,1
45085,2,0,65-79,2
45086,1,1,47-65,1
45087,1,1,35-46,2
45088,2,1,35-46,2
45089,1,1,47-65,1
45090,2,0,26-34,1
45091,1,1,65-79,1
45092,2,1,26-34,2
45093,2,1,47-65,2
45094,1,1,65-79,2
45095,2,0,47-65,1
45096,2,1,47-65,1
45097,1,1,47-65,2
45098,1,0,47-65,1
45099,2,1,47-65,1
45100,2,1,26-34,1
45101,2,0,26-34,1
45102,2,0,80+,1
45103,1,1,65-79,1
45104,2,0,80+,1
45105,2,0,35-46,1
45106,1,1,80+,2
45107,2,1,65-79,2
45108,1,1,65-79,1
45109,2,1,35-46,1
45110,1,0,65-79,1
45111,1,0,65-79,1
45112,1,1,65-79,1
45113,1,1,26-34,1
45114,2,1,47-65,1
45115,1,1,47-65,1
45116,1,0,47-65,2
45117,1,0,26-34,1
45118,1,1,18-25,1
45119,1,1,47-65,1
45120,1,0,26-34,1
45121,1,1,65-79,2
45122,1,1,47-65,1
45123,1,0,26-34,1
45124,2,1,65-79,2
45125,1,1,47-65,1
45126,2,0,65-79,2
45127,2,1,35-46,1
45128,2,1,26-34,1
45129,2,0,47-65,2
45130,2,1,26-34,1
45131,1,1,47-65,1
45132,1,1,65-79,1
45133,1,1,18-25,1
45134,1,1,47-65,2
45135,2,1,35-46,1
45136,1,0,65-79,1
45137,2,1,35-46,1
45138,2,1,26-34,1
45139,2,1,65-79,1
45140,2,0,47-65,1
45141,1,1,80+,1
45142,2,0,65-79,2
45143,2,0,65-79,2
45144,1,1,35-46,1
45145,1,1,35-46,1
45146,2,0,47-65,1
45147,2,1,47-65,1
45148,2,0,18-25,1
45149,2,1,47-65,1
45150,2,0,47-65,1
45151,2,1,47-65,2
45152,2,1,26-34,2
45153,2,1,18-25,2
45154,1,1,26-34,2
45155,1,1,47-65,1
45156,1,0,47-65,1
45157,1,1,26-34,2
45158,2,0,47-65,1
45159,1,0,47-65,1
45160,2,0,65-79,1
45161,1,0,65-79,2
45162,1,0,47-65,2
45163,2,1,18-25,1
45164,1,1,47-65,2
45165,2,0,65-79,1
45166,2,1,35-46,2
45167,1,0,47-65,2
45168,2,1,35-46,2
45169,2,1,47-65,2
45170,2,1,47-65,1
45171,2,1,47-65,1
45172,2,1,35-46,2
45173,1,0,26-34,1
45174,1,0,47-65,1
45175,2,1,47-65,2
45176,2,0,47-65,2
45177,1,1,47-65,1
45178,1,1,65-79,2
45179,1,1,26-34,1
45180,1,1,35-46,1
45181,1,1,65-79,2
45182,1,0,35-46,2
45183,2,1,35-46,1
45184,1,1,47-65,2
45185,1,1,47-65,2
45186,2,0,47-65,2
45187,2,1,65-79,1
45188,2,0,65-79,2
45189,1,1,47-65,1
45190,1,0,65-79,1
45191,2,0,47-65,2
45192,2,0,47-65,1
45193,2,1,65-79,2
45194,1,1,35-46,1
45195,2,1,65-79,2
45196,1,1,47-65,1
45197,2,1,35-46,2
45198,1,0,18-25,2
45199,1,0,47-65,1
45200,2,0,47-65,2
45201,1,1,35-46,1
45202,1,1,35-46,1
45203,2,1,47-65,2
45204,1,1,65-79,1
45205,1,0,47-65,2
45206,2,0,35-46,2
45207,2,0,35-46,1
45208,1,1,65-79,1
45209,1,1,65-79,2
45210,1,1,26-34,2
45211,1,1,65-79,1
45212,1,1,26-34,1
45213,1,1,26-34,1
45214,1,1,47-65,1
45215,1,1,26-34,1
45216,1,0,26-34,1
45217,2,0,47-65,2
45218,1,0,47-65,1
45219,2,0,65-79,1
45220,1,1,65-79,2
45221,2,0,65-79,1
45222,2,1,65-79,1
45223,1,1,65-79,1
45224,1,1,65-79,1
45225,2,0,65-79,2
45226,2,0,26-34,1
45227,2,1,47-65,1
45228,1,1,35-46,1
45229,2,1,18-25,1
45230,1,0,47-65,1
45231,2,1,26-34,1
45232,1,0,35-46,1
45233,2,1,65-79,2
45234,1,0,65-79,1
45235,2,1,65-79,1
45236,2,1,47-65,1
45237,1,1,65-79,2
45238,1,1,35-46,2
45239,2,0,47-65,1
45240,1,1,65-79,2
45241,1,1,35-46,2
45242,2,1,35-46,1
45243,1,1,35-46,1
45244,1,0,65-79,2
45245,2,1,47-65,1
45246,1,0,65-79,1
45247,2,0,47-65,2
45248,2,1,47-65,1
45249,2,1,35-46,1
45250,1,0,65-79,2
45251,2,1,65-79,1
45252,2,1,65-79,2
45253,2,1,47-65,2
45254,2,0,80+,1
45255,2,0,65-79,1
45256,1,1,80+,1
45257,2,0,47-65,1
45258,1,0,47-65,2
45259,1,1,47-65,1
45260,1,0,47-65,2
45261,1,1,47-65,1
45262,2,0,47-65,1
45263,1,1,80+,1
45264,1,1,47-65,1
45265,1,1,26-34,1
45266,2,1,35-46,2
45267,2,1,47-65,1
45268,2,1,47-65,1
45269,1,1,47-65,1
45270,2,1,65-79,2
45271,2,1,47-65,1
45272,1,1,35-46,1
45273,1,1,26-34,2
45274,2,0,47-65,2
45275,1,0,80+,1
45276,1,1,47-65,1
45277,1,1,35-46,1
45278,2,0,80+,2
45279,1,0,35-46,1
45280,1,1,26-34,2
45281,2,1,26-34,1
45282,2,1,47-65,1
45283,2,1,35-46,1
45284,2,1,47-65,1
45285,1,1,65-79,2
45286,1,0,47-65,2
45287,2,1,35-46,2
45288,2,0,35-46,1
45289,1,1,26-34,1
45290,2,1,26-34,1
45291,2,1,65-79,1
45292,2,0,65-79,1
45293,1,1,35-46,1
45294,1,0,65-79,1
45295,1,0,18-25,1
45296,2,1,47-65,1
45297,1,1,65-79,2
45298,2,0,65-79,2
45299,1,0,26-34,1
45300,2,1,35-46,2
45301,2,1,18-25,1
45302,1,1,47-65,2
45303,1,0,65-79,2
45304,1,1,47-65,2
45305,1,1,35-46,1
45306,2,1,47-65,2
45307,2,0,47-65,2
45308,1,1,35-46,1
45309,1,0,26-34,1
45310,1,1,47-65,2
45311,1,1,47-65,1
45312,2,1,65-79,1
45313,1,0,18-25,2
45314,1,1,65-79,2
45315,2,0,47-65,2
45316,1,1,47-65,1
45317,1,1,47-65,2
45318,2,0,26-34,2
45319,2,1,47-65,2
45320,1,1,65-79,1
45321,1,0,65-79,1
45322,2,1,18-25,1
45323,2,1,35-46,1
45324,1,0,18-25,2
45325,2,1,35-46,1
45326,1,1,47-65,2
45327,1,0,18-25,2
45328,2,1,47-65,2
45329,1,0,35-46,1
45330,1,1,26-34,2
45331,2,0,18-25,2
45332,2,1,47-65,1
45333,2,1,65-79,1
45334,2,1,35-46,1
45335,1,0,35-46,2
45336,2,1,47-65,1
45337,2,0,47-65,2
45338,2,1,47-65,2
45339,1,1,26-34,1
45340,2,1,47-65,1
45341,1,1,47-65,1
45342,1,1,47-65,1
45343,2,1,47-65,1
45344,1,0,47-65,1
45345,2,0,80+,1
45346,1,1,18-25,1
45347,2,0,47-65,1
45348,1,0,26-34,1
45349,2,1,26-34,1
45350,1,0,35-46,1
45351,2,0,80+,2
45352,1,1,35-46,2
45353,2,1,47-65,1
45354,2,1,26-34,1
45355,1,1,65-79,1
45356,1,1,47-65,2
45357,2,0,26-34,1
45358,2,0,35-46,2
45359,1,1,47-65,2
45360,1,1,47-65,2
45361,2,0,47-65,2
45362,1,0,47-65,2
45363,1,0,47-65,1
45364,1,0,47-65,1
45365,1,1,65-79,2
45366,1,1,47-65,1
45367,1,1,35-46,1
45368,1,1,47-65,2
45369,2,0,65-79,2
45370,2,1,18-25,1
45371,1,0,47-65,2
45372,2,0,35-46,2
45373,1,1,80+,1
45374,2,1,47-65,1
45375,2,1,47-65,1
45376,2,1,26-34,2
45377,2,1,18-25,2
45378,1,1,47-65,1
45379,2,1,65-79,1
45380,2,1,47-65,1
45381,1,1,65-79,1
45382,1,0,47-65,2
45383,1,0,47-65,1
45384,2,0,35-46,1
45385,2,0,80+,2
45386,1,1,47-65,2
45387,1,1,47-65,1
45388,1,1,35-46,2
45389,1,0,80+,1
45390,1,0,47-65,2
45391,1,1,65-79,2
45392,1,1,35-46,1
45393,2,0,65-79,1
45394,1,0,65-79,1
45395,2,0,65-79,1
45396,2,0,35-46,2
45397,2,1,26-34,1
45398,1,1,35-46,1
45399,1,1,18-25,1
45400,2,1,35-46,2
45401,1,1,65-79,2
45402,2,0,35-46,1
45403,1,1,47-65,2
45404,1,0,65-79,2
45405,2,1,35-46,1
45406,1,1,47-65,2
45407,2,0,80+,2
45408,1,1,35-46,2
45409,2,0,47-65,2
45410,2,0,26-34,1
45411,2,0,65-79,2
45412,2,1,80+,2
45413,1,0,47-65,1
45414,1,1,65-79,2
45415,2,0,65-79,2
45416,2,1,18-25,1
45417,1,0,47-65,2
45418,2,0,47-65,2
45419,1,0,65-79,1
45420,2,0,18-25,2
45421,1,0,65-79,2
45422,2,1,47-65,2
45423,1,0,47-65,1
45424,1,0,65-79,2
45425,1,1,65-79,2
45426,2,0,65-79,1
45427,2,0,65-79,2
45428,1,0,35-46,2
45429,2,0,65-79,2
45430,2,0,35-46,1
45431,1,1,65-79,1
45432,1,0,47-65,1
45433,1,0,18-25,1
45434,1,0,18-25,2
45435,2,0,65-79,2
45436,1,1,47-65,1
45437,2,1,47-65,1
45438,1,0,65-79,2
45439,1,1,65-79,1
45440,2,0,65-79,2
45441,2,1,47-65,1
45442,2,1,47-65,2
45443,2,1,80+,1
45444,1,0,65-79,2
45445,1,1,80+,1
45446,2,1,47-65,1
45447,1,1,47-65,2
45448,1,0,47-65,2
45449,2,1,35-46,1
45450,1,1,65-79,1
45451,1,0,47-65,1
45452,1,0,47-65,1
45453,2,1,35-46,1
45454,2,0,35-46,2
45455,1,1,80+,1
45456,1,1,47-65,2
45457,1,1,26-34,1
45458,2,0,65-79,2
45459,2,0,65-79,2
45460,2,1,65-79,2
45461,1,1,35-46,2
45462,1,1,47-65,1
45463,2,1,26-34,1
45464,2,0,65-79,2
45465,1,0,47-65,1
45466,1,1,47-65,1
45467,2,1,47-65,1
45468,1,0,26-34,2
45469,1,1,47-65,2
45470,1,0,47-65,1
45471,1,0,47-65,1
45472,1,1,80+,1
45473,2,0,80+,1
45474,2,0,35-46,1
45475,1,0,65-79,2
45476,1,1,47-65,2
45477,2,0,47-65,2
45478,1,1,47-65,2
45479,2,0,65-79,1
45480,2,0,18-25,1
45481,1,1,35-46,1
45482,2,1,47-65,1
45483,1,1,35-46,2
45484,1,0,65-79,2
45485,2,1,80+,2
45486,1,0,18-25,2
45487,2,0,35-46,2
45488,2,0,65-79,1
45489,1,1,26-34,2
45490,2,1,35-46,2
45491,2,1,18-25,1
45492,1,1,26-34,2
45493,2,0,47-65,1
45494,1,0,47-65,2
45495,2,0,80+,1
45496,2,1,65-79,1
45497,1,0,80+,2
45498,1,0,35-46,2
45499,1,1,18-25,2
45500,2,1,47-65,1
45501,1,0,35-46,2
45502,2,0,47-65,1
45503,1,1,47-65,1
45504,1,1,35-46,1
45505,2,0,26-34,1
45506,2,1,47-65,1
45507,1,0,26-34,2
45508,2,1,26-34,1
45509,2,1,65-79,2
45510,2,1,47-65,2
45511,2,1,65-79,2
45512,2,0,35-46,2
45513,1,0,18-25,1
45514,2,0,35-46,1
45515,2,1,80+,1
45516,1,1,47-65,2
45517,2,0,35-46,1
45518,1,0,35-46,2
45519,2,1,47-65,1
45520,2,0,65-79,2
45521,1,1,47-65,1
45522,2,0,80+,1
45523,1,1,35-46,1
45524,2,1,26-34,2
45525,2,0,65-79,1
45526,2,1,47-65,1
45527,2,1,65-79,2
45528,2,1,35-46,2
45529,2,1,26-34,2
45530,2,1,65-79,2
45531,2,1,65-79,1
45532,1,1,47-65,1
45533,2,0,18-25,1
45534,2,0,18-25,1
45535,2,1,65-79,1
45536,2,0,65-79,2
45537,2,1,47-65,1
45538,2,1,47-65,1
45539,2,1,65-79,2
45540,2,1,65-79,1
45541,2,0,65-79,2
45542,2,0,65-79,1
45543,1,1,47-65,1
45544,1,0,80+,1
45545,1,1,35-46,2
45546,2,0,47-65,1
45547,2,1,35-46,2
45548,1,1,26-34,2
45549,2,1,65-79,1
45550,2,1,26-34,2
45551,1,1,26-34,1
